,tarih,city,city2,title,content,suc_turu
7212,2024-07-11 00:00:00,çorlu,tekirdağ,Çorlu'da Uyuşturucu ve Silah Operasyonu,"  Tekirdağ Jandarması, Çorlu'da uyuşturucu hap ve silah ele geçirip iki kişiyi gözaltına aldı.  ",Narkotik Suçları
7214,2024-11-16 00:00:00,çorum,çorum,Çorum'daki Patlama Sonrası Yıkım Başladı,"  Hilal Apartmanı'nın yıkımına başlandı; patlamada 1 ölü, 33 yaralı oldu.  ",Şiddet Suçları
7216,2024-11-18 00:00:00,çorum,çorum,Çorum'da Silahlı Saldırı: Saldırgan Kaçtı,"  Çorum'da iş yerinde silahla ateş açan saldırgan kayıplara karıştı, polis inceleme başlattı.  ",Şiddet Suçları
7228,2024-11-18 00:00:00,çubuk,ankara,Ankara'da Köpek Saldırısı: 13 Yaşındaki Çocuk Yaralandı,  Ankara'da sahipsiz köpeklerin saldırısına uğrayan 13 yaşındaki çocuk hastaneye kaldırıldı.  ,Şiddet Suçları
7237,2024-09-13 00:00:00,çukurova,adana,Adana'da Uyuşturucu Operasyonu: İklimlendirme Sistemiyle Hint Keneviri Yetiştiriliyordu,"  Adana'nın Çukurova ilçesinde yapılan operasyonda, 2 evde iklimlendirme sistemi kurularak uyuşturucu üretimi yapıldığı ortaya çıktı. Operasyonda 100 gram kubar esrar, 50 kök Hint keneviri ve uyuşturucu üretim malzemeleri ele geçirildi.  ",Narkotik Suçları
7283,2024-01-22 00:00:00,çınarcık,yalova,Yanan Otomobil İtfaiye Tarafından Söndürüldü,  Yalova'nın Çınarcık ilçesinde park halindeyken çıkan yangın sonucu İsmet Çakmak idaresindeki otomobil kullanılamaz hale geldi. Çınarcık Belediyesi İtfaiye Müdürlüğü ekipleri olay yerine gelerek yangını kısa sürede söndürdü.  ,Mala Karşı İşlenen Suçlar
7285,2024-06-10 00:00:00,ödemiş,i̇zmir,Ödemiş'te Elektrikli Bisiklet ve Motosiklet Çarpıştı,"  Ödemiş'te motosikletle elektrikli bisiklet çarpıştı; 2 kişi ağır yaralandı, kaza güvenlik kamerasında.  ",Şiddet Suçları
7291,2024-07-09 00:00:00,ödemiş,i̇zmir,Ödemiş'te Tartışma Cinayetle Bitti,"  İzmir'in Ödemiş ilçesinde bir kişi, evinin önünden traktörle geçerken toz kaldırdığı iddiasıyla sürücüyü tüfekle vurarak öldürdü. Olayda yaralanan baba oğul ise jandarma gözetiminde hastaneye kaldırıldı.  ",Şiddet Suçları
7295,2023-11-10 00:00:00,ömerli,mardin,Güvenlik korucusu eşini tabanca ile öldürdü,"  Mardin'in Ömerli ilçesinde güvenlik korucusu İsmail Yıldırım, boşanma aşamasındaki eşi Sahra Yıldırım'ı tabanca ile ateş ederek öldürdü. Jandarmaya teslim olan Yıldırım gözaltına alındı. Olayla ilgili soruşturma devam ediyor.  ",Şiddet Suçları
7315,2023-10-18 00:00:00,özvatan,kayseri,İsrail'in Filistin'deki saldırısında ölenler için gıyabi cenaze namazı kılındı,  İsrail'in Filistin'de hastaneyi hedef alan saldırısında hayatını kaybedenler için Özvatan ilçesinde gıyabi cenaze namazı düzenlendi. Vatandaşlar saldırıyı protesto etmek amacıyla Cumhuriyet Meydanı'nda bir araya geldi. Öğle namazının ardından gıyabi cenaze namazı kılındı ve dua edildi. Özvatan Belediye Başkanı Halit Demir de cenaze namazında saf tuttu.  ,Şiddet Suçları
7317,2024-10-30 00:00:00,ümraniye,i̇stanbul,"Kadın, Alkollü Babasını Öldürdü","  Ümraniye'de yaşanan olayda, alkollü babasına bıçakla saldıran kadının tutuklandığı bildirildi.  ",Şiddet Suçları
7319,2024-10-25 00:00:00,ümraniye,i̇stanbul,"Öğrenci, Okul Müdür Yardımcısını Bıçakla Tehdit Etti","  Ümraniye'de, öğrenci K.Ş. okulu bıçakla basıp müdür yardımcısını tehdit etti, yakalandı.  ",Şiddet Suçları
7320,2024-10-30 00:00:00,ümraniye,i̇stanbul,Babasını öldüren genç kadının ifadesi ortaya çıktı,"  Ümraniye'de 27 yaşındaki Ayşe A. annesine saldırmaya çalıştığını iddia ettiği babası Atalay A.'yı öldürdü. Polis tarafından yakalanan şüpheli ifadesinde ""Sürekli eve alkollü geliyordu. Bana ve anneme şiddet uyguluyordu"" dedi.  ",Şiddet Suçları
7321,2024-10-27 00:00:00,ümraniye,i̇stanbul,Sivas'ta şehit polis Şeyda Yılmaz için mevlit okutuldu,  İstanbul Ümraniye'de uğradığı silahlı saldırıda şehit olan polis memuru Şeyda Yılmaz için memleketi Sivas'ta mevlit okutuldu.  ,Şiddet Suçları
7329,2024-07-10 00:00:00,ünye,ordu,"Ünye'de İş Yeri Kurşunlandı, 2 Tutuklama","  Ünye'de iş yeri kurşunlamasıyla ilgili 3 gözaltından 2'si tutuklandı, 1'i serbest bırakıldı.  ",Şiddet Suçları
7331,2024-08-10 00:00:00,ünye,ordu,Ordu'da Silahlı Saldırı: 2 Tutuklama,"  Ünye'de iş yerine düzenlenen silahlı saldırıda 2 şüpheli tutuklandı, 1 serbest bırakıldı.  ",Şiddet Suçları
7332,2024-05-10 00:00:00,ünye,ordu,Ordu'da Gıda Firmasına Silahlı Saldırı,"  Ünye'de bir gıda firmasına motosikletli saldırı gerçekleşti, yaralanan olmadı, arama çalışmaları sürüyor.  ",Şiddet Suçları
7338,2024-09-01 00:00:00,ürgüp,nevşehir,"Sosyal medyadan sahte ""kiralık bungalov"" ilanlarıyla dolandırıcılık yapanların yakalanmasına yönelik operasyonda 25 şüpheli gözaltına alındı","  Nevşehir'in Ürgüp ilçesinde yaşayan bir kişi, bungalov ev kiralamak isterken dolandırıldığını belirterek polise başvurdu. Bunun üzerine başlatılan çalışmalar sonucunda, şüphelilerin internet sitesi ve sosyal medya üzerinden vatandaşları dolandırdığı ortaya çıktı. 8 ilde düzenlenen eş zamanlı operasyonda 25 şüpheli gözaltına alındı. Operasyonlarda para, altın, silah ve dijital materyaller ele geçirildi. Gözaltına alınanlardan biri, şebekenin elebaşı olduğu ve arandığı bir suçtan dolayı hakkında yakalama kararı bulunduğu öğrenildi.  ",Ekonomik Suçlar
7340,2024-07-19 00:00:00,ürgüp,nevşehir,"Ürgüp'te Evde Çıkan Kavga, Define Arama İddialarını Ortaya Çıkardı","  Nevşehir'in Ürgüp ilçesinde, evi yeni alan şahıs ile kiracı arasında çıkan kavgaya giden jandarma ekipleri, evin yakınında bulunan çukura atılan kemikler ve kiracıların fotoğraflarının bulunduğu parçalarla define arama iddialarını ortaya çıkardı. Evi yeni alan şahısların define aramak için evi satın aldıkları ve kiracıların bir an önce evi boşaltması için büyü yaptırdıkları anlaşıldı. Jandarma ekipleri evi satın alan 1 kişi ile define arayan bir başka kişiyi gözaltına aldı.  ",Şiddet Suçları
7351,2020-12-07 00:00:00,üzümlü,erzincan,Uçuruma yuvarlanan motosikletin sürücüsü hayatını kaybetti,"  Konya'nın Beyşehir ilçesinde, orman yolunda uçuruma yuvarlanan motosikletin sürücüsü hayatını kaybetti.  ",Şiddet Suçları
7353,2020-07-17 00:00:00,üzümlü,erzincan,Erzincan'da müşteri ile market sahibi arasındaki kavga kameraya yansıdı,  Erzincan'da müşteri ile market sahibi arasındaki kavga kameraya yansıdı Erzincan'ın Üzümlü ilçesinde bir market sahibi ile müşterinin kavgası güvenlik kamerasına yansıdı.  ,Şiddet Suçları
7361,2022-03-17 00:00:00,şabanözü,çankırı,Şarampole devrilen kamyonun sürücüsü hayatını kaybetti,  Çankırı'nın Şabanözü ilçesinde freninin boşalması neticesinde şarampole devrilen kamyonun sürücüsü hayatını kaybetti.  ,Şiddet Suçları
7363,2022-12-09 00:00:00,şabanözü,çankırı,"Çankırı'da kamyonet ile otomobilin çarpışması sonucu 1 kişi öldü, 2 kişi yaralandı","  Çankırı'nın Şabanözü ilçesinde kamyonet ile otomobilin çarpışması sonucu 1 kişi öldü, 2 kişi yaralandı.  ",Şiddet Suçları
7365,2024-12-10 00:00:00,şahinbey,gaziantep,Aile Faciası: Baba Eşini ve 4 Çocuğunu Öldürdü,"  Gaziantep'te bir baba, eşi ve 4 çocuğunu öldürdükten sonra intihar etti. Psikolojik sorunları vardı.  ",Şiddet Suçları
7375,2022-04-12 00:00:00,şalpazarı,trabzon,Yağmurda kontrolünü kaybettiği otomobili ile Ağasar Deresi'ne uçtu: 1 yaralı,  Trabzon'un Şalpazarı ilçesinde bu akşam meydana gelen trafik kazasında 1 kişi yaralandı.  ,Şiddet Suçları
7379,2023-09-11 00:00:00,şalpazarı,trabzon,Şalpazarı İlçesinde Filistin'e Destek Kermesi Düzenlendi,"  Trabzon'un Şalpazarı ilçesinde İsrail'in saldırılarından zarar gören Filistinlilere destek olmak amacıyla kermes düzenlendi. Şalpazarı Belediye Başkanı Refik Kurukız, kermeste Filistin'de yaşananların zulüm değil, katliam olduğunu vurgulayarak, İla-yı Kelimetullah davasına sıkı sıkıya sarılmanın önemini belirtti. İlçe Müftüsü Adem Orhan ise Gazze'deki acıları paylaşarak, maddi ve manevi desteklerin İsrail mallarına yönelik boykotla devam edeceğini ifade etti.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
7383,2024-11-21 00:00:00,şanlıurfa,şanlıurfa,Siverek'te Tırla Elektrikli Bisiklet Çarpıştı: 1 Ölü,  Şanlıurfa'nın Siverek ilçesinde tırla çarpan elektrikli bisiklet sürücüsü hayatını kaybetti.  ,Şiddet Suçları
7386,2024-11-20 00:00:00,şanlıurfa,şanlıurfa,Siverek'te Beton Mikseri ile Dolmuş Çarpıştı,"  Siverek'te beton mikseri ve dolmuş çarpıştı, 2 yaralıdan birinin durumu ağır.  ",Şiddet Suçları
7396,2022-12-28 00:00:00,şaphane,kütahya,KÜTAHYA'DA 1 TON SAHTE İÇKİ ELE GEÇİRİLDİ,  KÜTAHYA'nın Şaphane ilçesinde şüpheli Ş.A.?nın evine jandarma ekiplerince düzenlenen baskında 1 ton 76 litre sahte içki ele geçirildi.  ,Ekonomik Suçlar
7397,2022-09-24 00:00:00,şarkikaraağaç,isparta,Isparta'da traktörün altında kalan kişi hayatını kaybetti,  Isparta'nın Şarkikaraağaç ilçesinde traktörün altında kalan kişi yaşamını yitirdi.  ,Şiddet Suçları
7398,2021-05-25 00:00:00,şarkikaraağaç,isparta,"Isparta'da feci kaza: 1 ölü, 3 yaralı","  Isparta'da feci kaza: 1 ölü, 3 yaralı Isparta'da yolcu otobüsüyle hafif ticari araç çarpıştı Isparta'nın Şarkikaraağaç ilçesinde yolcu otobüsü ile hafif ticari aracın çarpışması sonucu meydana gelen trafik kazasında 1 kişi hayatını kaybederken, 3 kişi de yaralandı.  ",Şiddet Suçları
7400,2021-10-13 00:00:00,şarkikaraağaç,isparta,Ağıla giren kurt 4 koyunu telef etti,  Isparta'nın Şarkikaraağaç ilçesinde ağıla giren kurt 4 koyunu telef etti.  ,Mala Karşı İşlenen Suçlar
7401,2021-03-31 00:00:00,şarkikaraağaç,isparta,"Evinde yapay ısı, ışık düzeneğiyle kenevir yetiştirdi, jandarma yakaladı","  Isparta'da evinde kurduğu sistemle kenevir yetiştiren şahıs jandarmanın operasyonuyla yakalanırken, 12 kök kenevir bitkisi ele geçildi.  ",Narkotik Suçları
7402,2021-05-21 00:00:00,şarkikaraağaç,isparta,Son dakika haberi | Kayınbiraderini silahla yaralayan şüpheli gözaltına alındı,"  Son dakika haberler... Isparta'nın Şarkikaraağaç ilçesinde bir kişi, kayınbiraderini av tüfeğiyle yaraladı.  ",Şiddet Suçları
7404,2024-07-30 00:00:00,şarkikaraağaç,isparta,Isparta'da genç kız babasını bıçaklayarak öldürdü,"  Isparta'nın Şarkikaraağaç ilçesinde bir baba ile kızı arasında çıkan kavgada 20 yaşındaki genç kız, babasını göğsünden bıçaklayarak öldürdü. Olayın ardından genç kız gözaltına alındı ve soruşturma başlatıldı.  ",Şiddet Suçları
7408,2024-05-16 00:00:00,şarköy,tekirdağ,Tekirdağ'da Sahte İçki ve Uyuşturucu Operasyonu,"  Tekirdağ'da jandarma ekipleri tarafından yapılan çalışmalarda sahte içki ve uyuşturucu ele geçirildi. Şarköy ilçesinde yapılan aramada uyuşturucu madde öğütme aparatı ve sarma kağıdı bulunurken, Hayrabolu ilçesinde ise el yapımı bira ve bira yapımında kullanılan malzemeler ele geçirildi. Muratlı ilçesinde ise bir şahsın üst aramasında esrar bulundu. Çorlu Seymen Mahallesi'nde ise bir araçta yapılan aramada bonzai ele geçirildi. Şüpheliler gözaltına alındı.  ",Narkotik Suçları
7409,2024-09-19 00:00:00,şarköy,tekirdağ,Şarköy'de 43 Bin Şişe Sahte İçki Ele Geçirildi,  Tekirdağ'ın Şarköy ilçesinde depoda yapılan aramada 43 bin 102 şişe sahte içki bulundu.  ,Ekonomik Suçlar
7411,2024-03-15 00:00:00,şarköy,tekirdağ,Tekirdağ'da tütün ve makaron operasyonu,"  Tekirdağ'ın Şarköy ilçesinde yapılan operasyonda, bir adreste kaçak sigara imalatı ve satışı yapan şahsın ikametinde ve iş yerlerinde binlerce makaron ve kilolarca tütün ele geçirildi. Şüpheli şahıs gözaltına alındı.  ",Ekonomik Suçlar
7412,2024-09-03 00:00:00,şarköy,tekirdağ,Tekirdağ'da Kaçak İçki Operasyonunda Bin 600 Litre Etil ve Kaçak Alkol Ele Geçirildi,"  Tekirdağ İl Jandarma komutanlığı ekipleri, Şarköy ve Çerkezköy ilçelerinde düzenlediği operasyonlarda toplamda bin 600 litre etil ve kaçak alkol ele geçirdi. Operasyonlarda yakalanan şüphelilerin jandarmadaki işlemleri devam ediyor.  ",Ekonomik Suçlar
7416,2024-10-19 00:00:00,şarkışla,sivas,Sivas'ta Market Denetimi: 53 Ürün İmha Edildi,"  Şarkışla'da zabıta, marketlerde hijyen ve son kullanma tarihlerini denetledi, 53 ürün imha edildi.  ",Ekonomik Suçlar
7428,2024-10-20 00:00:00,şavşat,artvin,Doğalgaz Zehirlenmesi: Genç Hayatını Kaybetti,  Artvin'in Şavşat ilçesinde doğalgazdan zehirlenen 17 yaşındaki Barış Gümüş hayatını kaybetti.  ,Şiddet Suçları
7429,2024-11-03 00:00:00,şebinkarahisar,giresun,Giresun'da öğrenci servisi devrildi: 10 öğrenci ve sürücü yaralandı,"  Giresun'un Şebinkarahisar ilçesinde bir öğrenci servisi, sürücünün direksiyon hakimiyetini kaybetmesi sonucu devrildi. Kazada sürücü ile birlikte 10 öğrenci yaralandı. Yaralılar, sağlık ekipleri tarafından Şebinkarahisar Devlet Hastanesine sevk edildi. Yaralıların sağlık durumunun iyi olduğu belirtilirken, kaza ile ilgili inceleme başlatıldı.  ",Şiddet Suçları
7437,2024-02-08 00:00:00,şefaatli,yozgat,Yozgat'ta Kaçak Define Arayan Kişi Suçüstü Yakalandı,"  Yozgat İl Jandarma ekipleri, Şefaatli ilçesinde kaçak yollarda define arayan bir kişiyi suç üstü yakaladı. Yapılan aramada 4 adet tarihi obje ile kazıda kullanılan çeşitli malzemeler ele geçirildi. Ö.K. gözaltına alındı.  ",Mala Karşı İşlenen Suçlar
7439,2019-01-04 00:00:00,şefaatli,yozgat,Muhtar Seçimi Kavgasında Ölen Genç Toprağa Verildi,"  YOZGAT'ın Şefaatli ilçesine bağlı Küçükincirli köyünde iki muhtar adayının tarafları arasında çıkan kavgada tabanca ile vurularak yaşamını yitiren Erdem Türk (18), toprağa verildi.  ",Şiddet Suçları
7444,2022-12-28 00:00:00,şefaatli,yozgat,Günlerdir aranan kayıp iki kişinin cesetleri korkunç halde bulundu,"  Yozgat'ta hayvan alım satım işi yapan ve 3 gün önce yakınlarının kayıp ihbarında bulunduğu 43 yaşındaki Ömer Yüksel ile 48 yaşındaki Hayrullah Çetin, kamyonette av tüfeği ile vurularak öldürülmüş bulundu.  ",Şiddet Suçları
7445,2024-11-18 00:00:00,şehzadeler,manisa,Manisa'da Boşanma Aşamasındaki Kadın Vuruldu,"  Manisa'da, boşanma aşamasındaki kadını eşi sokakta vurdu, sağlık durumu iyi.  ",Şiddet Suçları
7448,2024-09-17 00:00:00,şehzadeler,manisa,Manisa'da Silahlı Kavga: Bir Yaralı,  Manisa'nın Şehzadeler ilçesinde D.U. ile M.Ç.S. arasında çıkan kavgada M.Ç.S. yaralandı.  ,Şiddet Suçları
7451,2024-12-11 00:00:00,şehzadeler,manisa,Manisa'da Uyuşturucu Şüphelisi Tutuklandı,  Şehzadeler'de 1.485 gram kokainle yakalanan sürücü D.K. tutuklandı.  ,Narkotik Suçları
7456,2023-07-24 00:00:00,şemdinli,hakkâri,Şemdinli'de PKK'lı teröristlerin tuzakladığı patlayıcı infilak etti: 1 güvenlik korucusu şehit oldu,"  Hakkari'nin Şemdinli ilçesinde terör örgütü PKK mensupları tarafından tuzaklanan el yapımı patlayıcı infilak etti. Patlamada, güvenlik korucusu Hasan Çiftçi şehit oldu. Şehidin naaşı düzenlenen törenin ardından Beyyurdu köyündeki mezarlıkta defnedildi. Törene, şehidin yakınları, yetkililer, askerler ve vatandaşlar katıldı.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
7476,2022-08-16 00:00:00,şenpazar,kastamonu,Hafriyat kamyonu devrildi: 1 yaralı,  Kastamonu'nun Şenpazar ilçesinde devrilen hafriyat kamyonunun sürücüsü yaralandı.  ,Şiddet Suçları
7478,2024-09-23 00:00:00,şereflikoçhisar,ankara,Şereflikoçhisar'da Otobüs Kazası: 3 Yaralı,"  Ankara'nın Şereflikoçhisar ilçesinde yolcu otobüsü kanala düştü, 3 kişi yaralandı.  ",Şiddet Suçları
7479,2022-10-24 00:00:00,şereflikoçhisar,ankara,ATV motor kazası : 1 yaralı,  Konya'nın Kulu ilçesi yakınlarında ATV motorunun takla ataması sonucu 1 kişi yaralandı.  ,Şiddet Suçları
7480,2023-02-12 00:00:00,şereflikoçhisar,ankara,Şereflikoçhisar'da Kamyonetin İçinde Ölü Bulundu,"  Ankara'nın Şereflikoçhisar ilçesinde Utku A. (25), kamyonetinin içerisinde tabancayla başından vurulmuş halde ölü bulundu. Olayla ilgili soruşturma devam ediyor.  ",Şiddet Suçları
7481,2023-11-16 00:00:00,şereflikoçhisar,ankara,Ankara'da TIR'a arkadan çarpan otomobilde 1 kişi hayatını kaybetti,"  Ankara'nın Şereflikoçhisar ilçesinde meydana gelen trafik kazasında, TIR'a arkadan çarpan otomobilin altına giren 1 kişi hayatını kaybetti, 2 kişi yaralandı. Kazayla ilgili inceleme başlatıldı.  ",Şiddet Suçları
7483,2020-12-29 00:00:00,şereflikoçhisar,ankara,"Silah kazası sonucu şehit olan er, son yolculuğuna uğurlandı","  ANKARA'nın Şereflikoçhisar ilçesinde meydana gelen silah kazası sonucu şehit düşen Tankçı Sözleşmeli Er Abdullah Paltacı (22), memleketi Konya'da toprağa verildi.  ",Şiddet Suçları
7495,2022-10-14 00:00:00,şiran,gümüşhane,Gümüşhane 3. sayfa haberleri... Gümüşhane'de 2 çocuk babasının öldürüldüğü silahlı saldırının görüntüleri ortaya çıktı,  Gelen Gümüşhane haberine göre Gümüşhane'nin Şiran ilçesinde arabada oturduğu sırada öldürülen 2 çocuk babası Erkan Koç'a yönelik silahlı saldırının görüntüleri ortaya çıktı.  ,Şiddet Suçları
7497,2022-09-10 00:00:00,şiran,gümüşhane,Son dakika haber | Gümüşhane'de 2 çocuk babası silahlı saldırıda öldü,  Bir son dakika haberine göre Gümüşhane'nin Şiran ilçesinde arabada oturduğu sırada silahlı saldırıya uğrayan şahıs hayatını kaybetti.  ,Şiddet Suçları
7507,2024-11-01 00:00:00,şirvan,siirt,Siirt'te öğretmen ve öğrencilere siber farkındalık eğitimi verildi,"  Siirt'in Şirvan ilçesinde, İl Jandarma Komutanlığı Siber Suçlarla Mücadele Şube Müdürlüğü ekipleri tarafından öğretmen ve öğrencilere siber farkındalık eğitimi düzenlendi. Eğitimde, siber suçların engellenmesi, güvenli internet kullanımı, sosyal medya kullanımında dikkat edilmesi gerekenler ve dijital dünyada güvenli seyahat etme konuları anlatıldı. Etkinliğe 11 öğretmen ve 187 öğrenci katıldı.  ",Siber Suçlar
7510,2024-12-10 00:00:00,şişli,i̇stanbul,Şişli'de Cinayet: Eşini Vuran Yılmaz U. Yakalandı,"  Uyuşturucu suç kaydı olan Yılmaz U., eşi Gülcan Usal'ı tabancayla vurarak öldürdü.  ",Şiddet Suçları
7511,2024-02-11 00:00:00,şişli,i̇stanbul,6 Yaşındaki Elmas Hanilçi'nin Cansız Bedeni Bulundu,"  Şişli'de kaybolan 6 yaşındaki Elmas Hanilçi'nin cesedi Feriköy Mezarlığı'nda bulundu, 1 şüpheli gözaltında.  ",Şiddet Suçları
